long,lat,group,order,region,subregion
-95.83292389,40.69146347,14,3663,iowa,NA
-95.86156464,40.72010803,14,3664,iowa,NA
-95.87303162,40.74876022,14,3665,iowa,NA
-95.86730194,40.76594543,14,3666,iowa,NA
-95.84437561,40.81178284,14,3667,iowa,NA
-95.85583496,40.85189056,14,3668,iowa,NA
-95.82719421,40.90918732,14,3669,iowa,NA
-95.82719421,40.93210602,14,3670,iowa,NA
-95.82146454,40.94929123,14,3671,iowa,NA
-95.83865356,40.97220993,14,3672,iowa,NA
-95.87303162,41.02950668,14,3673,iowa,NA
-95.87303162,41.04669952,14,3674,iowa,NA
-95.87303162,41.07534409,14,3675,iowa,NA
-95.85583496,41.09826279,14,3676,iowa,NA
-95.87303162,41.13263702,14,3677,iowa,NA
-95.88448334,41.16128922,14,3678,iowa,NA
-95.89021301,41.17847443,14,3679,iowa,NA
-95.90167236,41.21858215,14,3680,iowa,NA
-95.90167236,41.25868988,14,3681,iowa,NA
-95.87876129,41.29306793,14,3682,iowa,NA
-95.87303162,41.31025696,14,3683,iowa,NA
-95.87876129,41.31598663,14,3684,iowa,NA
-95.90167236,41.32744598,14,3685,iowa,NA
-95.92459869,41.33890533,14,3686,iowa,NA
-95.93032074,41.35036469,14,3687,iowa,NA
-95.92459869,41.36182404,14,3688,iowa,NA
-95.92459869,41.38474274,14,3689,iowa,NA
-95.93032074,41.41911697,14,3690,iowa,NA
-95.93605042,41.44203568,14,3691,iowa,NA
-95.94750977,41.4592247,14,3692,iowa,NA
-95.99907684,41.48787308,14,3693,iowa,NA
-96.00481415,41.5050621,14,3694,iowa,NA
-96.01626587,41.53371048,14,3695,iowa,NA
-96.04491425,41.53371048,14,3696,iowa,NA
-96.08502197,41.55089951,14,3697,iowa,NA
-96.0792923,41.56808853,14,3698,iowa,NA
-96.05064392,41.60246658,14,3699,iowa,NA
-96.05064392,41.61965561,14,3700,iowa,NA
-96.06783295,41.61965561,14,3701,iowa,NA
-96.09648132,41.61965561,14,3702,iowa,NA
-96.1251297,41.63684464,14,3703,iowa,NA
-96.1251297,41.6654892,14,3704,iowa,NA
-96.11940002,41.71705627,14,3705,iowa,NA
-96.09075165,41.75143433,14,3706,iowa,NA
-96.102211,41.7800827,14,3707,iowa,NA
-96.09648132,41.8259201,14,3708,iowa,NA
-96.13085938,41.86029816,14,3709,iowa,NA
-96.16523743,41.91759109,14,3710,iowa,NA
-96.15377808,41.94623947,14,3711,iowa,NA
-96.15377808,41.96915817,14,3712,iowa,NA
-96.16523743,41.9863472,14,3713,iowa,NA
-96.18242645,42.00353622,14,3714,iowa,NA
-96.22252655,42.00353622,14,3715,iowa,NA
-96.22826385,42.0321846,14,3716,iowa,NA
-96.26263428,42.0551033,14,3717,iowa,NA
-96.27983093,42.06656265,14,3718,iowa,NA
-96.29701233,42.11812592,14,3719,iowa,NA
-96.33712006,42.14677429,14,3720,iowa,NA
-96.34284973,42.15823746,14,3721,iowa,NA
-96.34284973,42.17542267,14,3722,iowa,NA
-96.31993866,42.19834137,14,3723,iowa,NA
-96.31993866,42.20980072,14,3724,iowa,NA
-96.34857941,42.24417877,14,3725,iowa,NA
-96.34284973,42.24990845,14,3726,iowa,NA
-96.34857941,42.26709747,14,3727,iowa,NA
-96.40587616,42.33012009,14,3728,iowa,NA
-96.41161346,42.35303879,14,3729,iowa,NA
-96.40587616,42.38169098,14,3730,iowa,NA
-96.39441681,42.39887619,14,3731,iowa,NA
-96.38868713,42.41606522,14,3732,iowa,NA
-96.38868713,42.43898392,14,3733,iowa,NA
-96.39441681,42.46190262,14,3734,iowa,NA
-96.43452454,42.47336197,14,3735,iowa,NA
-96.44025421,42.47336197,14,3736,iowa,NA
-96.46890259,42.50774002,14,3737,iowa,NA
-96.46890259,42.53065491,14,3738,iowa,NA
-96.46890259,42.54784775,14,3739,iowa,NA
-96.47463226,42.57076263,14,3740,iowa,NA
-96.56057739,42.66816711,14,3741,iowa,NA
-96.58349609,42.68535614,14,3742,iowa,NA
-96.60641479,42.70254517,14,3743,iowa,NA
-96.60641479,42.7369194,14,3744,iowa,NA
-96.59495544,42.77702713,14,3745,iowa,NA
-96.56057739,42.81713867,14,3746,iowa,NA
-96.52046967,42.87443161,14,3747,iowa,NA
-96.52046967,42.90307999,14,3748,iowa,NA
-96.52046967,42.92599869,14,3749,iowa,NA
-96.49755096,42.9431839,14,3750,iowa,NA
-96.49755096,42.98329163,14,3751,iowa,NA
-96.49755096,43.01194,14,3752,iowa,NA
-96.51473999,43.02912903,14,3753,iowa,NA
-96.44598389,43.05204773,14,3754,iowa,NA
-96.44025421,43.08069611,14,3755,iowa,NA
-96.43452454,43.10361481,14,3756,iowa,NA
-96.43452454,43.12080383,14,3757,iowa,NA
-96.44025421,43.14944839,14,3758,iowa,NA
-96.45171356,43.17810059,14,3759,iowa,NA
-96.45745087,43.20101929,14,3760,iowa,NA
-96.46890259,43.2182045,14,3761,iowa,NA
-96.49755096,43.22393799,14,3762,iowa,NA
-96.53192902,43.22393799,14,3763,iowa,NA
-96.55484772,43.23539352,14,3764,iowa,NA
-96.56057739,43.25831223,14,3765,iowa,NA
-96.57203674,43.28123093,14,3766,iowa,NA
-96.55484772,43.29841995,14,3767,iowa,NA
-96.53192902,43.3098793,14,3768,iowa,NA
-96.51473999,43.33852768,14,3769,iowa,NA
-96.50901031,43.37863541,14,3770,iowa,NA
-96.53765869,43.39582062,14,3771,iowa,NA
-96.57203674,43.42447281,14,3772,iowa,NA
-96.59495544,43.45312119,14,3773,iowa,NA
-96.58349609,43.49895477,14,3774,iowa,NA
-96.42879486,43.49322891,14,3775,iowa,NA
-96.04491425,43.49895477,14,3776,iowa,NA
-95.86156464,43.50468445,14,3777,iowa,NA
-95.4662323,43.50468445,14,3778,iowa,NA
-95.39173889,43.50468445,14,3779,iowa,NA
-94.9161911,43.50468445,14,3780,iowa,NA
-94.86462402,43.50468445,14,3781,iowa,NA
-94.4520874,43.50468445,14,3782,iowa,NA
-94.26301575,43.50468445,14,3783,iowa,NA
-93.97653961,43.51041412,14,3784,iowa,NA
-93.64422607,43.51041412,14,3785,iowa,NA
-93.49525452,43.51041412,14,3786,iowa,NA
-93.05980682,43.51041412,14,3787,iowa,NA
-93.02542877,43.51041412,14,3788,iowa,NA
-92.54987335,43.51041412,14,3789,iowa,NA
-92.45819855,43.50468445,14,3790,iowa,NA
-92.08004761,43.50468445,14,3791,iowa,NA
-91.72481537,43.51041412,14,3792,iowa,NA
-91.60449219,43.51041412,14,3793,iowa,NA
-91.22634125,43.49895477,14,3794,iowa,NA
-94.63543701,37.02453232,15,3796,kansas,NA
-95.00786591,37.01307678,15,3797,kansas,NA
-95.08807373,37.01307678,15,3798,kansas,NA
-95.4203949,37.01307678,15,3799,kansas,NA
-95.5292511,37.01880264,15,3800,kansas,NA
-95.80426788,37.01307678,15,3801,kansas,NA
-95.97615814,37.01307678,15,3802,kansas,NA
-96.01053619,37.00734329,15,3803,kansas,NA
-96.53192902,37.00161362,15,3804,kansas,NA
-96.743927,36.99588394,15,3805,kansas,NA
-97.17363739,36.99588394,15,3806,kansas,NA
-97.46585083,37.00161362,15,3807,kansas,NA
-97.80962372,36.99588394,15,3808,kansas,NA
-98.11328888,36.99588394,15,3809,kansas,NA
-98.35393524,36.99588394,15,3810,kansas,NA
-98.54301453,37.00161362,15,3811,kansas,NA
-99.01283264,37.00161362,15,3812,kansas,NA
-99.47692871,36.99588394,15,3813,kansas,NA
-99.55141449,36.99588394,15,3814,kansas,NA
-100.0097809,36.99588394,15,3815,kansas,NA
-100.0842667,37.00161362,15,3816,kansas,NA
-100.6228485,37.00161362,15,3817,kansas,NA
-100.937973,37.00161362,15,3818,kansas,NA
-101.0697556,37.00161362,15,3819,kansas,NA
-101.5567703,37.00161362,15,3820,kansas,NA
-102.0151367,36.99588394,15,3821,kansas,NA
-102.0495148,37.00161362,15,3822,kansas,NA
-102.0495148,37.38549423,15,3823,kansas,NA
-102.0437851,37.6490593,15,3824,kansas,NA
-102.0437851,37.73500061,15,3825,kansas,NA
-102.0495148,38.25639343,15,3826,kansas,NA
-102.0495148,38.61162567,15,3827,kansas,NA
-102.0495148,38.69184113,15,3828,kansas,NA
-102.0552444,39.05280304,15,3829,kansas,NA
-102.0552444,39.13301849,15,3830,kansas,NA
-102.0552444,39.56846237,15,3831,kansas,NA
-102.0552444,39.57992554,15,3832,kansas,NA
-102.0609665,40.00391388,15,3833,kansas,NA
-102.0552444,40.00964355,15,3834,kansas,NA
-101.4077988,40.00391388,15,3835,kansas,NA
-101.3161316,40.00964355,15,3836,kansas,NA
-100.7603607,40.00964355,15,3837,kansas,NA
-100.7317123,40.00391388,15,3838,kansas,NA
-100.1816711,40.00391388,15,3839,kansas,NA
-99.63162994,40.00391388,15,3840,kansas,NA
-99.63162994,39.99818039,15,3841,kansas,NA
-99.16753387,39.99818039,15,3842,kansas,NA
-99.07012939,40.00391388,15,3843,kansas,NA
-98.71489716,40.00391388,15,3844,kansas,NA
-98.51436615,40.00391388,15,3845,kansas,NA
-98.27944946,40.00391388,15,3846,kansas,NA
-97.94713593,40.00964355,15,3847,kansas,NA
-97.81536102,40.00391388,15,3848,kansas,NA
-97.37417603,40.00391388,15,3849,kansas,NA
-96.90435028,40.00391388,15,3850,kansas,NA
-96.81267548,40.00391388,15,3851,kansas,NA
-96.45745087,40.00391388,15,3852,kansas,NA
-96.23972321,39.99818039,15,3853,kansas,NA
-96.02199554,40.00391388,15,3854,kansas,NA
-95.79854584,40.00391388,15,3855,kansas,NA
-95.35163116,40.01537323,15,3856,kansas,NA
-95.33444977,40.02109909,15,3857,kansas,NA
-95.30007172,40.00964355,15,3858,kansas,NA
-95.24850464,39.96953583,15,3859,kansas,NA
-95.22558594,39.94088745,15,3860,kansas,NA
-95.17974854,39.91224289,15,3861,kansas,NA
-95.12818146,39.87213516,15,3862,kansas,NA
-95.04797363,39.8835907,15,3863,kansas,NA
-95.0250473,39.9065094,15,3864,kansas,NA
-95.00213623,39.91224289,15,3865,kansas,NA
-94.9792099,39.9294281,15,3866,kansas,NA
-94.95056152,39.87213516,15,3867,kansas,NA
-94.8932724,39.86640549,15,3868,kansas,NA
-94.88754272,39.83202744,15,3869,kansas,NA
-94.8932724,39.79764938,15,3870,kansas,NA
-94.92765045,39.78619003,15,3871,kansas,NA
-94.8703537,39.75754166,15,3872,kansas,NA
-94.91046143,39.75181198,15,3873,kansas,NA
-94.9792099,39.75181198,15,3874,kansas,NA
-94.9792099,39.71170425,15,3875,kansas,NA
-95.03650665,39.67159653,15,3876,kansas,NA
-95.05943298,39.63721848,15,3877,kansas,NA
-95.07661438,39.60284424,15,3878,kansas,NA
-95.11099243,39.55700684,15,3879,kansas,NA
-95.11099243,39.53981781,15,3880,kansas,NA
-95.06515503,39.50543976,15,3881,kansas,NA
-94.98493958,39.46533203,15,3882,kansas,NA
-94.95629883,39.4252243,15,3883,kansas,NA
-94.93910217,39.4023056,15,3884,kansas,NA
-94.8932724,39.38511658,15,3885,kansas,NA
-94.8932724,39.33355331,15,3886,kansas,NA
-94.85888672,39.27625656,15,3887,kansas,NA
-94.81305695,39.21323395,15,3888,kansas,NA
-94.76721954,39.19604111,15,3889,kansas,NA
-94.73284149,39.17885208,15,3890,kansas,NA
-94.68127441,39.19604111,15,3891,kansas,NA
-94.64117432,39.16739655,15,3892,kansas,NA
-94.60679626,39.15593338,15,3893,kansas,NA
-94.58386993,39.15593338,15,3894,kansas,NA
-94.59533691,39.13874435,15,3895,kansas,NA
-94.61251831,39.05280304,15,3896,kansas,NA
-94.61824799,38.84653854,15,3897,kansas,NA
-94.61251831,38.73767853,15,3898,kansas,NA
-94.61824799,38.47984314,15,3899,kansas,NA
-94.61251831,38.39390182,15,3900,kansas,NA
-94.62397766,38.06158829,15,3901,kansas,NA
-94.62397766,38.04439545,15,3902,kansas,NA
-94.62970734,37.67770386,15,3903,kansas,NA
-94.62970734,37.65478516,15,3904,kansas,NA
-94.62970734,37.3740387,15,3905,kansas,NA
-94.63543701,37.34538651,15,3906,kansas,NA
-94.63543701,37.06464005,15,3907,kansas,NA
-94.63543701,37.02453232,15,3908,kansas,NA
-82.56894684,38.42827988,16,3910,kentucky,NA
-82.57467651,38.43973923,16,3911,kentucky,NA
-82.58040619,38.42827988,16,3912,kentucky,NA
-82.58613586,38.35952377,16,3913,kentucky,NA
-82.58040619,38.33660507,16,3914,kentucky,NA
-82.56894684,38.30223083,16,3915,kentucky,NA
-82.56321716,38.27931213,16,3916,kentucky,NA
-82.57467651,38.25639343,16,3917,kentucky,NA
-82.58613586,38.23920441,16,3918,kentucky,NA
-82.58613586,38.21628571,16,3919,kentucky,NA
-82.58040619,38.18763733,16,3920,kentucky,NA
-82.59759521,38.17617798,16,3921,kentucky,NA
-82.61478424,38.16471863,16,3922,kentucky,NA
-82.62051392,38.15325928,16,3923,kentucky,NA
-82.61478424,38.13034058,16,3924,kentucky,NA
-82.55175781,38.07304382,16,3925,kentucky,NA
-82.47727203,37.99283218,16,3926,kentucky,NA
-82.46581268,37.96991348,16,3927,kentucky,NA
-82.47154236,37.95845413,16,3928,kentucky,NA
-82.48300171,37.93553543,16,3929,kentucky,NA
-82.48300171,37.92407608,16,3930,kentucky,NA
-82.46581268,37.90688705,16,3931,kentucky,NA
-82.44862366,37.90115738,16,3932,kentucky,NA
-82.42570496,37.89543152,16,3933,kentucky,NA
-82.40852356,37.84959412,16,3934,kentucky,NA
-82.39705658,37.81521606,16,3935,kentucky,NA
-82.35694885,37.78656769,16,3936,kentucky,NA
-82.31684875,37.76364899,16,3937,kentucky,NA
-82.31111145,37.74645996,16,3938,kentucky,NA
-82.31111145,37.71781158,16,3939,kentucky,NA
-82.29393005,37.68916321,16,3940,kentucky,NA
-82.25382233,37.65478516,16,3941,kentucky,NA
-82.2137146,37.6204071,16,3942,kentucky,NA
-82.1907959,37.64332581,16,3943,kentucky,NA
-82.17360687,37.64332581,16,3944,kentucky,NA
-82.1678772,37.61467743,16,3945,kentucky,NA
-82.15641785,37.5974884,16,3946,kentucky,NA
-82.13349915,37.59175873,16,3947,kentucky,NA
-82.13349915,37.58030319,16,3948,kentucky,NA
-82.13922882,37.56311417,16,3949,kentucky,NA
-82.12203979,37.551651,16,3950,kentucky,NA
-82.08766174,37.54592514,16,3951,kentucky,NA
-82.06474304,37.54019547,16,3952,kentucky,NA
-82.01890564,37.54592514,16,3953,kentucky,NA
-81.96734619,37.54019547,16,3954,kentucky,NA
-82.16214752,37.39122391,16,3955,kentucky,NA
-82.24236298,37.35112,16,3956,kentucky,NA
-82.29393005,37.30528259,16,3957,kentucky,NA
-82.32257843,37.27663422,16,3958,kentucky,NA
-82.35694885,37.26517487,16,3959,kentucky,NA
-82.40852356,37.25371552,16,3960,kentucky,NA
-82.48300171,37.23079681,16,3961,kentucky,NA
-82.54029846,37.21360779,16,3962,kentucky,NA
-82.55175781,37.19642258,16,3963,kentucky,NA
-82.68927002,37.13339615,16,3964,kentucky,NA
-82.71218872,37.12193298,16,3965,kentucky,NA
-82.71218872,37.09901428,16,3966,kentucky,NA
-82.71218872,37.04172134,16,3967,kentucky,NA
-82.7408371,37.04172134,16,3968,kentucky,NA
-82.75229645,37.02453232,16,3969,kentucky,NA
-82.75801849,37.01880264,16,3970,kentucky,NA
-82.8038559,37.00734329,16,3971,kentucky,NA
-82.8325119,37.00161362,16,3972,kentucky,NA
-82.85542297,36.97869492,16,3973,kentucky,NA
-82.85542297,36.96150589,16,3974,kentucky,NA
-82.8496933,36.93858719,16,3975,kentucky,NA
-82.86116028,36.91566849,16,3976,kentucky,NA
-82.86688995,36.89848328,16,3977,kentucky,NA
-82.88407135,36.89274979,16,3978,kentucky,NA
-82.95856476,36.86410522,16,3979,kentucky,NA
-82.99867249,36.85837555,16,3980,kentucky,NA
-83.03877258,36.85264587,16,3981,kentucky,NA
-83.07888031,36.83545685,16,3982,kentucky,NA
-83.10752869,36.75524139,16,3983,kentucky,NA
-83.11898804,36.74951172,16,3984,kentucky,NA
-83.14190674,36.74378586,16,3985,kentucky,NA
-83.19347382,36.73805237,16,3986,kentucky,NA
-83.38827515,36.67502975,16,3987,kentucky,NA
-83.4455719,36.6635704,16,3988,kentucky,NA
-83.4914093,36.65784073,16,3989,kentucky,NA
-83.56016541,36.63492203,16,3990,kentucky,NA
-83.61746216,36.617733,16,3991,kentucky,NA
-83.64611053,36.60054398,16,3992,kentucky,NA
-83.66329193,36.5948143,16,3993,kentucky,NA
-83.68048859,36.58335495,16,3994,kentucky,NA
-83.75496674,36.58335495,16,3995,kentucky,NA
-84.02426147,36.58335495,16,3996,kentucky,NA
-84.21333313,36.58335495,16,3997,kentucky,NA
-84.72327423,36.61200333,16,3998,kentucky,NA
-84.78629303,36.61200333,16,3999,kentucky,NA
-84.96391296,36.62345886,16,4000,kentucky,NA
-85.28476715,36.62919235,16,4001,kentucky,NA
-85.2962265,36.62919235,16,4002,kentucky,NA
-85.45092773,36.62345886,16,4003,kentucky,NA
-85.7545929,36.62345886,16,4004,kentucky,NA
-85.96658325,36.63492203,16,4005,kentucky,NA
-86.19004059,36.6406517,16,4006,kentucky,NA
-86.38484192,36.65211105,16,4007,kentucky,NA
-86.45360565,36.65784073,16,4008,kentucky,NA
-86.49943542,36.65211105,16,4009,kentucky,NA
-86.53382111,36.63492203,16,4010,kentucky,NA
-86.56246185,36.63492203,16,4011,kentucky,NA
-86.5968399,36.65211105,16,4012,kentucky,NA
-86.67132568,36.65211105,16,4013,kentucky,NA
-86.76300049,36.6406517,16,4014,kentucky,NA
-87.06666565,36.6406517,16,4015,kentucky,NA
-87.11823273,36.6406517,16,4016,kentucky,NA
-87.32449341,36.6406517,16,4017,kentucky,NA
-87.64535522,36.63492203,16,4018,kentucky,NA
-87.67973328,36.6406517,16,4019,kentucky,NA
-87.83442688,36.6406517,16,4020,kentucky,NA
-87.83442688,36.65784073,16,4021,kentucky,NA
-87.85162354,36.6635704,16,4022,kentucky,NA
-87.94329071,36.66929626,16,4023,kentucky,NA
-88.06360626,36.67502975,16,4024,kentucky,NA
-88.05215454,36.63492203,16,4025,kentucky,NA
-88.04069519,36.5948143,16,4026,kentucky,NA
-88.04069519,36.56044006,16,4027,kentucky,NA
-88.04642487,36.50886917,16,4028,kentucky,NA
-88.06360626,36.5031395,16,4029,kentucky,NA
-88.48187256,36.50886917,16,4030,kentucky,NA
-88.52198029,36.5031395,16,4031,kentucky,NA
-88.8141861,36.50886917,16,4032,kentucky,NA
-88.84856415,36.5031395,16,4033,kentucky,NA
-89.33557892,36.5031395,16,4034,kentucky,NA
-89.40433502,36.5031395,16,4035,kentucky,NA
-89.39860535,36.49741364,16,4036,kentucky,NA
-89.40433502,36.5031395,16,4037,kentucky,NA
-89.32984924,36.6406517,16,4038,kentucky,NA
-89.29547882,36.617733,16,4039,kentucky,NA
-89.24964142,36.57762527,16,4040,kentucky,NA
-89.22098541,36.56616592,16,4041,kentucky,NA
-89.19233704,36.5718956,16,4042,kentucky,NA
-89.16942596,36.58335495,16,4043,kentucky,NA
-89.16942596,36.62919235,16,4044,kentucky,NA
-89.16369629,36.65211105,16,4045,kentucky,NA
-89.15222931,36.67502975,16,4046,kentucky,NA
-89.14649963,36.67502975,16,4047,kentucky,NA
-89.12931824,36.70940399,16,4048,kentucky,NA
-89.11212921,36.74378586,16,4049,kentucky,NA
-89.10639191,36.74378586,16,4050,kentucky,NA
-89.11212921,36.77243042,16,4051,kentucky,NA
-89.11212921,36.78961945,16,4052,kentucky,NA
-89.13504028,36.80680847,16,4053,kentucky,NA
-89.14649963,36.81253815,16,4054,kentucky,NA
-89.14076996,36.84118652,16,4055,kentucky,NA
-89.08921051,36.89274979,16,4056,kentucky,NA
-89.08921051,36.92713165,16,4057,kentucky,NA
-89.08921051,36.96723938,16,4058,kentucky,NA
-89.08348083,36.96723938,16,4059,kentucky,NA
-89.10639191,36.98442459,16,4060,kentucky,NA
-89.13504028,36.99588394,16,4061,kentucky,NA
-89.17514801,37.00161362,16,4062,kentucky,NA
-89.19233704,37.04172134,16,4063,kentucky,NA
-89.18087769,37.07036972,16,4064,kentucky,NA
-89.14649963,37.12193298,16,4065,kentucky,NA
-89.11212921,37.14485168,16,4066,kentucky,NA
-89.09493256,37.19068909,16,4067,kentucky,NA
-89.0605545,37.21934128,16,4068,kentucky,NA
-89.0147171,37.23652649,16,4069,kentucky,NA
-88.974617,37.24225616,16,4070,kentucky,NA
-88.93450928,37.23652649,16,4071,kentucky,NA
-88.85429382,37.21934128,16,4072,kentucky,NA
-88.8141861,37.19642258,16,4073,kentucky,NA
-88.7511673,37.16777039,16,4074,kentucky,NA
-88.73397064,37.15631485,16,4075,kentucky,NA
-88.64229584,37.13339615,16,4076,kentucky,NA
-88.58500671,37.09901428,16,4077,kentucky,NA
-88.55062866,37.08755875,16,4078,kentucky,NA
-88.49906158,37.08182907,16,4079,kentucky,NA
-88.47041321,37.08755875,16,4080,kentucky,NA
-88.45322418,37.13339615,16,4081,kentucky,NA
-88.44749451,37.16777039,16,4082,kentucky,NA
-88.45322418,37.20214844,16,4083,kentucky,NA
-88.50479126,37.25371552,16,4084,kentucky,NA
-88.51624298,37.27663422,16,4085,kentucky,NA
-88.51052094,37.30528259,16,4086,kentucky,NA
-88.48760223,37.33393097,16,4087,kentucky,NA
-88.48187256,37.38549423,16,4088,kentucky,NA
-88.47041321,37.40841293,16,4089,kentucky,NA
-88.44749451,37.42560196,16,4090,kentucky,NA
-88.4016571,37.43133163,16,4091,kentucky,NA
-88.37300873,37.43133163,16,4092,kentucky,NA
-88.34436798,37.43706131,16,4093,kentucky,NA
-88.26415253,37.45998001,16,4094,kentucky,NA
-88.18393707,37.47716904,16,4095,kentucky,NA
-88.11518097,37.48289871,16,4096,kentucky,NA
-88.08653259,37.49435806,16,4097,kentucky,NA
-88.08080292,37.50581741,16,4098,kentucky,NA
-88.10372162,37.54592514,16,4099,kentucky,NA
-88.12664032,37.58603287,16,4100,kentucky,NA
-88.16101837,37.63186646,16,4101,kentucky,NA
-88.16101837,37.671978,16,4102,kentucky,NA
-88.14382935,37.70062256,16,4103,kentucky,NA
-88.09799194,37.72927094,16,4104,kentucky,NA
-88.04642487,37.76364899,16,4105,kentucky,NA
-88.02350616,37.79229736,16,4106,kentucky,NA
-88.00058746,37.79229736,16,4107,kentucky,NA
-87.95475006,37.78656769,16,4108,kentucky,NA
-87.94329071,37.79229736,16,4109,kentucky,NA
-87.92037201,37.79229736,16,4110,kentucky,NA
-87.90891266,37.80375671,16,4111,kentucky,NA
-87.90318298,37.83240509,16,4112,kentucky,NA
-87.90891266,37.84959412,16,4113,kentucky,NA
-87.92037201,37.86677933,16,4114,kentucky,NA
-87.92037201,37.88969803,16,4115,kentucky,NA
-87.91464233,37.90688705,16,4116,kentucky,NA
-87.89746094,37.92407608,16,4117,kentucky,NA
-87.87453461,37.92407608,16,4118,kentucky,NA
-87.84015656,37.90115738,16,4119,kentucky,NA
-87.81723785,37.88969803,16,4120,kentucky,NA
-87.79431915,37.88969803,16,4121,kentucky,NA
-87.72557068,37.90688705,16,4122,kentucky,NA
-87.70264435,37.90688705,16,4123,kentucky,NA
-87.67973328,37.88396835,16,4124,kentucky,NA
-87.68546295,37.84386063,16,4125,kentucky,NA
-87.66254425,37.83240509,16,4126,kentucky,NA
-87.63962555,37.83240509,16,4127,kentucky,NA
-87.61096954,37.84959412,16,4128,kentucky,NA
-87.59951782,37.87823868,16,4129,kentucky,NA
-87.59951782,37.90115738,16,4130,kentucky,NA
-87.61096954,37.92980576,16,4131,kentucky,NA
-87.6052475,37.96418381,16,4132,kentucky,NA
-87.57659912,37.96418381,16,4133,kentucky,NA
-87.55368042,37.93553543,16,4134,kentucky,NA
-87.53076172,37.92407608,16,4135,kentucky,NA
-87.49065399,37.92407608,16,4136,kentucky,NA
-87.47346497,37.92980576,16,4137,kentucky,NA
-87.45627594,37.94126511,16,4138,kentucky,NA
-87.43909454,37.93553543,16,4139,kentucky,NA
-87.38179016,37.92980576,16,4140,kentucky,NA
-87.34168243,37.91261673,16,4141,kentucky,NA
-87.31304169,37.90688705,16,4142,kentucky,NA
-87.30158234,37.89543152,16,4143,kentucky,NA
-87.23282623,37.84959412,16,4144,kentucky,NA
-87.16407013,37.83813095,16,4145,kentucky,NA
-87.14115143,37.82667542,16,4146,kentucky,NA
-87.1239624,37.79229736,16,4147,kentucky,NA
-87.1010437,37.79229736,16,4148,kentucky,NA
-87.08385468,37.79229736,16,4149,kentucky,NA
-87.06093597,37.84959412,16,4150,kentucky,NA
-87.02655792,37.90688705,16,4151,kentucky,NA
-87.0093689,37.91835022,16,4152,kentucky,NA
-86.98072052,37.93553543,16,4153,kentucky,NA
-86.92915344,37.95272446,16,4154,kentucky,NA
-86.88904572,37.95845413,16,4155,kentucky,NA
-86.84894562,37.98710251,16,4156,kentucky,NA
-86.80310822,37.99283218,16,4157,kentucky,NA
-86.79164124,37.98136902,16,4158,kentucky,NA
-86.73435211,37.91261673,16,4159,kentucky,NA
-86.71143341,37.90688705,16,4160,kentucky,NA
-86.68278503,37.91835022,16,4161,kentucky,NA
-86.65413666,37.91835022,16,4162,kentucky,NA
-86.65413666,37.88969803,16,4163,kentucky,NA
-86.65413666,37.86677933,16,4164,kentucky,NA
-86.63121796,37.84959412,16,4165,kentucky,NA
-86.60256958,37.87251282,16,4166,kentucky,NA
-86.59111023,37.93553543,16,4167,kentucky,NA
-86.53382111,37.93553543,16,4168,kentucky,NA
-86.51662445,37.95845413,16,4169,kentucky,NA
-86.53382111,38.00428772,16,4170,kentucky,NA
-86.51089478,38.04439545,16,4171,kentucky,NA
-86.4879837,38.05012512,16,4172,kentucky,NA
-86.45360565,38.05012512,16,4173,kentucky,NA
-86.44787598,38.07304382,16,4174,kentucky,NA
-86.47651672,38.11315155,16,4175,kentucky,NA
-86.47078705,38.13034058,16,4176,kentucky,NA
-86.45360565,38.13607025,16,4177,kentucky,NA
-86.38484192,38.11888123,16,4178,kentucky,NA
-86.3275528,38.13607025,16,4179,kentucky,NA
-86.36766052,38.15325928,16,4180,kentucky,NA
-86.38484192,38.1704483,16,4181,kentucky,NA
-86.3733902,38.193367,16,4182,kentucky,NA
-86.33328247,38.19909668,16,4183,kentucky,NA
-86.32182312,38.19909668,16,4184,kentucky,NA
-86.29889679,38.193367,16,4185,kentucky,NA
-86.29317474,38.1704483,16,4186,kentucky,NA
-86.27598572,38.14179993,16,4187,kentucky,NA
-86.27598572,38.09596252,16,4188,kentucky,NA
-86.26452637,38.06158829,16,4189,kentucky,NA
-86.23587799,38.04439545,16,4190,kentucky,NA
-86.19577026,38.02720642,16,4191,kentucky,NA
-86.14420319,38.01575089,16,4192,kentucky,NA
-86.10409546,38.01575089,16,4193,kentucky,NA
-86.06398773,37.98710251,16,4194,kentucky,NA
-86.04679871,37.99283218,16,4195,kentucky,NA
-86.02388,38.01002121,16,4196,kentucky,NA
-85.98950958,38.01575089,16,4197,kentucky,NA
-85.96086121,38.01002121,16,4198,kentucky,NA
-85.9322052,38.03866959,16,4199,kentucky,NA
-85.9150238,38.07877731,16,4200,kentucky,NA
-85.9150238,38.10169601,16,4201,kentucky,NA
-85.9150238,38.14179993,16,4202,kentucky,NA
-85.8921051,38.18190765,16,4203,kentucky,NA
-85.85772705,38.21628571,16,4204,kentucky,NA
-85.84053802,38.25639343,16,4205,kentucky,NA
-85.80615997,38.28504181,16,4206,kentucky,NA
-85.7775116,38.29076767,16,4207,kentucky,NA
-85.73740387,38.27357864,16,4208,kentucky,NA
-85.65718842,38.32514954,16,4209,kentucky,NA
-85.63999939,38.37098694,16,4210,kentucky,NA
-85.62854767,38.3996315,16,4211,kentucky,NA
